ÐÐ,ÕóÈÝ,³É¼¨,ÊÇ·ñ±ß,±£»¤º®Òâ,±£»¤»ðÑæ,±£»¤´óC,±£»¤Ð¡C,±£»¤¶Ôµ¥,±£»¤¾Û¹Ö,±£»¤ÕæÈº,±£»¤Àà»ú,±£»¤ÀàÐÇ,±£»¤¾­Ñé¸¨,±£»¤ÀàºË,º®Òâ,»ðÑæ,Ó²Ç°ÅÅ,Ç°ÅÅ,¹«Ê½Õó,´óC,Ð¡C,¶Ôµ¥,¾Û¹Ö,ÕæÈº,Àà»ú,ÀàÐÇ,¾­Ñé¸¨,Ñø×ì,ÀàºË,ÓÐÎÞ¾Ñ,ÓÐÎÞÂó,ÓÐÎÞ¼á,ÓÐÎÞÀ×,ÓÐÎÞº®,ÓÐÎÞ×ì,ÓÐÎÞË«,ÓÐÎÞÐ¡,ÓÐÎÞÑô,ÓÐÎÞÅç,ÓÐÎÞ÷È,ÓÐÎÞµ¨,ÓÐÎÞ´¨,ÓÐÎÞÎÑ,ÓÐÎÞÈý,ÓÐÎÞ²ø,ÓÐÎÞ»ð,ÓÐÎÞ¸ß,ÓÐÎÞº£,ÓÐÎÞµÆ,ÓÐÎÞÏÉ,ÓÐÎÞÒ¶,ÓÐÎÞÁÑ,ÓÐÎÞÐÇ,ÓÐÎÞ´Å,ÓÐÎÞ¾í,ÓÐÎÞÓñ,ÓÐÎÞËâ,ÓÐÎÞÉ¡,ÓÐÎÞ½ð,ÓÐÎÞ¹Ï,ÓÐÎÞ»ú,ÓÐÎÞÔø,ÓÐÎÞÃ¨,ÓÐÎÞ±ù,ÓÐÎÞÎü,ÓÐÎÞ´Ì,ÓÐÎÞ±¬,ÓÐÎÞÆ®,ÓÐÎÞ·´,ÓÐÎÞÈô,ÓÐÎÞÄÌ,ÓÐÎÞÓÄ,ÓÐÎÞÄæ,ÓÐÎÞÌÙ
4,µ¨½ðÀ×·´´¨,94183,0,1,0,1,2,0,1,2,1,1,0,1,1,0,0,1,0,1,2,0,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,º£¹ÏÁÑÀ×÷È,89607,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,»úÆ®÷Èº£²ø,103880,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,»úÈý»ð»ðÉ¡,168323,0,0,2,1,1,0,0,2,1,0,1,0,0,2,0,1,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Ñô±ùÔøÈýÓñ,150386,0,1,0,2,1,2,2,2,0,1,2,0,1,0,1,1,1,2,1,2,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4,·´Ë«Ôøº®ÐÇ,107736,0,0,0,1,2,0,0,3,2,1,1,0,1,0,1,1,0,1,4,1,1,3,2,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5,ÎÑÎüµÆ¾í±ù,38182,1,0,0,0,2,0,0,1,0,0,1,1,1,0,0,1,0,0,2,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1,Ë«Æ®·´Ã¨Åç,98762,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,2,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
2,µÆÐ¡ËâÓñ¸ß,21605,0,0,0,0,1,1,2,0,1,0,0,0,0,0,1,1,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ÁÑ´¨¹Ïµ¨»ú,73132,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,À×ÈôÓÄ¹Ï±ù,85983,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
5,¾ÑÅçÒ¶ÅçÐ¡,10774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ÐÇº®÷È×ì÷È,86089,1,1,0,0,2,1,2,0,0,0,0,0,1,0,1,1,1,0,2,1,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,µ¨´¨À××ìÓñ,27061,0,1,0,1,1,1,2,1,1,0,0,1,1,0,1,1,1,1,1,1,2,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Ð¡ÎÑ²øµÆÉ¡,69022,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,1,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Ë«Îü´¨ÁÑ»ð,124769,0,1,0,0,1,0,1,1,1,0,1,0,1,2,0,1,0,0,2,0,1,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,Ð¡µ¨Ð¡Ð¡µ¨,49946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ÈýÉ¡Âó¾íÓñ,97091,1,0,0,0,2,1,1,0,0,0,2,1,0,0,0,1,1,0,2,1,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,¾íµÆÑô×ìÐÇ,126521,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,2,1,0,1,0,2,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,À×¾ÑÑô¹ÏÐ¡,64586,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,3,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,¾íÐÇÂóÅçÎÑ,62863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,ÅçÎÑ¼á´¨µÆ,60178,1,1,0,1,1,0,1,2,0,0,0,0,1,0,1,1,0,1,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,·´º£µÆÎÑ±¬,109044,1,0,0,0,2,1,0,3,1,0,0,0,0,0,1,1,1,0,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2,ÄÌ±ù±ù¿Õ¿Õ,67008,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
3,·´ÐÇÆ®ÄÌ´Ì,129052,0,0,0,0,4,0,0,3,1,0,0,1,0,0,1,1,0,0,4,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
4,¾íÐÇÒ¶ÈôÂó,83493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,º£ÓÄÄæµÆÔø,88934,1,0,0,1,1,1,1,2,1,1,1,0,0,0,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1,¹Ïº£²øÂó±ù,80867,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,ÎÑµ¨¾Ñ½ð´Ì,69681,0,0,0,0,2,0,0,1,1,0,0,1,0,0,1,1,0,0,2,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3,ÅçÈýµÆÆ®µ¨,56855,0,0,0,1,2,0,0,2,0,0,1,1,0,0,0,1,0,1,3,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,Ã¨µ¨ÓñÐ¡²ø,89201,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,2,2,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,ÎÑÅç²øÎÑ±¬,89865,1,0,0,1,2,1,1,4,0,0,0,0,0,0,1,1,1,1,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,ÂóÒ¶´Å±ùÈô,88397,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2,²ø¹ÏÅçÑôÎÑ,104863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,À×¾ÑÐÇÐ¡Ã¨,95637,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,ÈôÆ®Ë«¹ÏÀ×,105251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,5,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5,µÆÈýË«É¡Èý,49689,1,0,0,0,2,0,0,1,1,0,1,0,0,0,0,1,0,0,3,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,»ú²øÒ¶ÂóË«,35424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,¾íµ¨Âó»úÏÉ,49767,0,0,0,1,2,0,0,0,1,0,1,2,0,0,1,1,0,1,2,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,µ¨º£·´Âó±¬,52210,0,0,0,0,2,1,0,2,2,1,1,1,0,0,1,1,1,0,2,1,0,2,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
4,¾íË«Ôø¾í»ð,56940,0,0,0,1,2,0,0,2,1,1,1,1,0,1,1,1,0,1,3,0,0,3,1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,ÎÑË«¼á×ìÎÑ,110717,1,0,0,0,2,0,0,2,1,0,0,0,0,0,2,1,0,0,3,0,0,3,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Ã¨º®ÎÑ´Ì¾í,84829,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2,ÎÑ»úÎÑÑôË«,88411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,4,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,ÁÑ½ðÉ¡ÁÑ±ù,70781,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,µ¨¾í´¨ÌÙÔø,72411,0,1,0,1,2,0,1,2,1,2,1,2,1,0,1,1,0,1,2,0,1,2,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5,Ã¨Ë«Ð¡ÎüË«,67014,1,0,0,0,2,0,0,1,2,0,2,0,0,0,0,1,0,0,3,0,0,2,2,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,ÐÇÉ¡ÏÉ´Ì»ú,104053,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2,º£Îü¾Ñ×ìÑô,92094,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,2,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,µ¨ÅçÐ¡Ð¡±ù,81646,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,Ã¨÷ÈÑôÓñ¸ß,14309,0,0,0,1,0,2,3,1,0,1,1,0,0,0,1,1,1,1,0,2,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,Ã¨Æ®º£¼áË«,108252,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,2,1,0,2,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,ÐÇ½ðÐÇÀ×»ú,183561,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,·´¾ÑÆ®»ðÀ×,76442,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,2,0,0,4,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3,Ã¨µÆ¼áº®´Å,74861,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,»ú´Å»úÎÑÏÉ,37527,0,0,0,2,1,0,0,1,2,0,0,0,0,0,1,1,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5,ÎÑº®Ò¶÷È½ð,99384,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,º®º®Ò¶Ñô×ì,150317,1,2,0,1,2,3,2,1,0,1,0,0,2,0,1,1,1,1,2,3,2,1,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,»ðÁÑÁÑÁÑÏÉ,145872,0,0,3,0,3,0,0,1,2,2,0,0,0,3,1,1,0,0,3,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,º®º®Ò¶Ñô×ì,67834,0,2,0,1,2,3,2,1,0,1,0,0,2,0,1,1,1,1,2,3,2,1,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,»ðÁÑÁÑÁÑÏÉ,184157,0,0,3,0,3,0,0,1,2,2,0,0,0,3,1,1,0,0,3,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,º®º®Ò¶Ñô×ì,187748,1,2,0,1,2,3,2,1,0,1,0,0,2,0,1,1,1,1,2,3,2,1,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,º®º®Ò¶Ñô×ì,149714,1,2,0,1,2,3,2,1,0,1,0,0,2,0,1,1,1,1,2,3,2,1,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,»ðÁÑÁÑÁÑÏÉ,108534,0,0,3,0,3,0,0,1,2,2,0,0,0,3,1,1,0,0,3,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,º®º®Ò¶Ñô×ì,68178,0,2,0,1,2,3,2,1,0,1,0,0,2,0,1,1,1,1,2,3,2,1,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,»ðÁÑÁÑÁÑÏÉ,151577,0,0,3,0,3,0,0,1,2,2,0,0,0,3,1,1,0,0,3,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,º®º®Ò¶Ñô×ì,27103,1,2,0,1,2,3,2,1,0,1,0,0,2,0,1,1,1,1,2,3,2,1,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,º®º®Ò¶Ñô×ì,154900,1,2,0,1,2,3,2,1,0,1,0,0,2,0,1,1,1,1,2,3,2,1,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,»ðÁÑÁÑÁÑÏÉ,156060,0,0,3,0,3,0,0,1,2,2,0,0,0,3,1,1,0,0,3,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,º®º®Ò¶Ñô×ì,162781,0,2,0,1,2,3,2,1,0,1,0,0,2,0,1,1,1,1,2,3,2,1,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,»ðÁÑÁÑÁÑÏÉ,147471,0,0,3,0,3,0,0,1,2,2,0,0,0,3,1,1,0,0,3,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,º®º®Ò¶Ñô×ì,163547,1,2,0,1,2,3,2,1,0,1,0,0,2,0,1,1,1,1,2,3,2,1,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ÐÇµÆÆ®º®÷È,89672,1,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,3,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,»ú÷ÈÉ¡Åç±ù,80954,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3,Ë«ÈýÁÑÔøº£,121857,0,0,0,1,3,1,0,2,2,2,2,0,0,0,1,1,1,1,3,1,0,2,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,Èýµ¨µÆ»úº£,99496,0,0,0,1,2,1,0,0,1,0,1,1,0,0,0,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,¹Ï½ðÀ×ÔøÐ¡,73797,1,0,0,3,0,0,0,3,0,1,1,0,0,0,1,1,0,3,1,0,0,3,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
